,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Price,Arrival_Hour,Arrival_Day,Arrival_Min,Dep_Hour,Dep_Day,Dep_Min,Journey_Day,Journey_Month,Journey_Year,Journey_DOW,Dep_HourOfDay
5152,Jet Airways,2019-03-04,Banglore,Delhi,BLR → DEL,175,0,7229,14,18,5,11,4,10,4,3,2019,0,Morning
5153,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,460,1,8882,12,18,35,4,18,55,18,5,2019,5,late night
5154,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,660,1,10197,19,18,0,8,5,0,5,9,2019,3,Early Morning
5155,IndiGo,2019-12-05,Kolkata,Banglore,CCU → BLR,155,0,4804,22,18,55,20,5,20,5,12,2019,3,Evening
5156,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,350,1,13628,13,18,20,7,3,30,3,3,2019,6,Early Morning
5157,Vistara,2019-05-27,Delhi,Cochin,DEL → COK,190,0,6216,17,18,50,14,27,40,27,5,2019,0,Noon
5158,Air India,2019-05-21,Delhi,Cochin,DEL → TRV → COK,1535,1,7480,6,22,50,5,21,15,21,5,2019,1,Early Morning
5159,Air India,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,375,1,11936,16,18,15,10,6,0,6,12,2019,4,Morning
5160,SpiceJet,2019-03-18,Chennai,Kolkata,MAA → CCU,135,0,3859,10,18,35,8,18,20,18,3,2019,0,Early Morning
5161,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,845,1,8586,10,13,5,20,5,0,5,12,2019,3,Evening
5162,Vistara,2019-01-03,Banglore,Delhi,BLR → DEL,175,0,21730,0,2,5,21,3,10,3,1,2019,3,Night
5163,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,500,1,6628,1,2,30,17,6,10,6,1,2019,6,Evening
5164,Air India,2019-01-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,1195,2,10151,7,2,55,12,5,0,5,1,2019,5,Morning
5165,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1285,1,11467,14,22,25,17,21,0,21,5,2019,1,Evening
5166,IndiGo,2019-06-15,Delhi,Cochin,DEL → BLR → COK,295,1,7010,10,18,5,5,15,10,15,6,2019,5,Early Morning
5167,Jet Airways,2019-03-04,Banglore,Delhi,BLR → DEL,180,0,7229,20,18,45,17,4,45,4,3,2019,0,Evening
5168,IndiGo,2019-09-03,Banglore,Delhi,BLR → DEL,180,0,8033,16,18,10,13,3,10,3,9,2019,1,Noon
5169,Jet Airways,2019-05-18,Banglore,Delhi,BLR → DEL,175,0,7229,14,18,5,11,18,10,18,5,2019,5,Morning
5170,IndiGo,2019-09-06,Kolkata,Banglore,CCU → PNQ → BLR,315,1,6911,2,10,15,21,6,0,6,9,2019,4,Night
5171,Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,1380,2,14300,19,28,0,20,27,0,27,6,2019,3,Evening
5172,Air India,2019-09-06,Kolkata,Banglore,CCU → DEL → COK → BLR,1100,2,13033,1,10,20,7,6,0,6,9,2019,4,Early Morning
5173,IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,170,0,3943,6,18,50,4,24,0,24,5,2019,4,late night
5174,SpiceJet,2019-09-03,Banglore,Delhi,BLR → DEL,175,0,6205,12,18,30,9,3,35,3,9,2019,1,Morning
5175,IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,570,1,14871,21,18,0,11,3,30,3,6,2019,0,Morning
5176,Jet Airways,2019-05-18,Mumbai,Hyderabad,BOM → HYD,85,0,5678,4,18,20,2,18,55,18,5,2019,5,late night
5177,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,465,1,16108,19,18,15,11,6,30,6,1,2019,6,Morning
5178,Jet Airways,2019-06-03,Banglore,Delhi,BLR → BOM → DEL,775,1,17261,9,7,30,20,3,35,3,6,2019,0,Evening
5179,SpiceJet,2019-12-05,Banglore,Delhi,BLR → DEL,160,0,3311,8,18,35,5,5,55,5,12,2019,3,Early Morning
5180,IndiGo,2019-12-04,Kolkata,Banglore,CCU → BLR,155,0,4174,14,18,5,11,4,30,4,12,2019,2,Morning
5181,IndiGo,2019-09-06,Banglore,Delhi,BLR → DEL,170,0,4823,19,18,45,16,6,55,6,9,2019,4,Noon
5182,Air India,2019-09-03,Banglore,Delhi,BLR → COK → DEL,920,1,8425,13,13,20,22,3,0,3,9,2019,1,Night
5183,Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,175,0,7229,14,18,5,11,15,10,15,5,2019,2,Morning
5184,GoAir,2019-09-06,Delhi,Cochin,DEL → BOM → COK,540,1,5281,19,18,35,10,6,35,6,9,2019,4,Morning
5185,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1225,1,17549,4,10,25,8,3,0,3,9,2019,1,Early Morning
5186,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,780,1,13797,21,18,0,8,6,0,6,3,2019,2,Early Morning
5187,IndiGo,2019-12-04,Banglore,Delhi,BLR → DEL,170,0,4823,11,18,20,8,4,30,4,12,2019,2,Early Morning
5188,Air India,2019-03-06,Delhi,Cochin,DEL → BLR → COK,955,1,7258,9,4,35,17,6,40,6,3,2019,2,Evening
5189,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,765,1,18192,1,4,35,12,3,50,3,3,2019,6,Morning
5190,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → AMD → BLR,1165,2,13899,5,2,25,10,5,0,5,1,2019,5,Morning
5191,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,400,1,10844,20,18,45,14,5,5,5,9,2019,3,Noon
5192,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,1450,1,14151,9,13,45,9,5,35,5,12,2019,3,Morning
5193,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,620,1,15147,1,7,35,15,3,15,3,6,2019,0,Noon
5194,GoAir,2019-06-15,Banglore,Delhi,BLR → DEL,175,0,3898,10,18,40,7,15,45,15,6,2019,5,Early Morning
5195,IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,665,1,6818,16,18,10,5,15,5,15,5,2019,2,Early Morning
5196,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1170,1,14781,12,16,0,16,15,30,15,5,2019,2,Noon
5197,Air Asia,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,500,2,5192,23,18,30,15,21,10,21,5,2019,1,Noon
5198,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BHO → BOM → COK,425,2,14441,12,18,35,5,27,30,27,6,2019,3,Early Morning
5199,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,1480,1,14151,21,25,5,20,24,25,24,5,2019,4,Evening
5200,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BBI → BLR,220,1,4226,23,18,15,19,18,35,18,5,2019,5,Evening
5201,Air India,2019-05-27,Delhi,Cochin,DEL → CCU → BOM → COK,1380,2,13381,19,28,15,20,27,15,27,5,2019,0,Evening
5202,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,845,1,10678,19,18,0,4,15,55,15,6,2019,5,late night
5203,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,440,1,12242,18,18,50,11,27,30,27,3,2019,2,Morning
5204,Jet Airways,2019-06-21,Mumbai,Hyderabad,BOM → HYD,85,0,4995,4,18,20,2,21,55,21,6,2019,4,late night
5205,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,450,1,10262,4,2,25,20,6,55,6,1,2019,6,Evening
5206,SpiceJet,2019-04-15,Kolkata,Banglore,CCU → BLR,140,0,3841,0,16,40,22,15,20,15,4,2019,0,Night
5207,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,960,1,9663,12,10,0,20,5,0,5,9,2019,3,Evening
5208,IndiGo,2019-04-18,Kolkata,Banglore,CCU → BLR,155,0,5224,14,18,5,11,18,30,18,4,2019,3,Morning
5209,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,730,1,14533,19,18,15,7,18,5,18,5,2019,5,Early Morning
5210,SpiceJet,2019-05-24,Mumbai,Hyderabad,BOM → HYD,90,0,2017,0,25,15,22,24,45,24,5,2019,4,Night
5211,Jet Airways,2019-12-06,Banglore,Delhi,BLR → DEL,185,0,5769,22,18,0,18,6,55,6,12,2019,4,Evening
5212,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,485,1,11622,18,18,50,10,21,45,21,3,2019,3,Morning
5213,IndiGo,2019-03-04,Banglore,Delhi,BLR → DEL,175,0,4823,21,18,50,18,4,55,4,3,2019,0,Evening
5214,Jet Airways,2019-03-21,Banglore,Delhi,BLR → BOM → DEL,1280,1,7832,11,19,25,14,21,5,21,3,2019,3,Noon
5215,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,705,1,9001,19,18,15,7,24,30,24,6,2019,0,Early Morning
5216,IndiGo,2019-06-27,Mumbai,Hyderabad,BOM → HYD,90,0,2754,13,18,30,12,27,0,27,6,2019,3,Morning
5217,Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,180,0,7229,10,18,10,7,24,10,24,5,2019,4,Early Morning
5218,IndiGo,2019-09-03,Delhi,Cochin,DEL → TRV → COK,280,1,6937,1,10,45,21,3,5,3,9,2019,1,Night
5219,Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → COK → BLR,920,2,13033,1,7,20,10,6,0,6,6,2019,3,Morning
5220,SpiceJet,2019-03-05,Banglore,Delhi,BLR → DEL,160,0,3625,8,18,35,5,5,55,5,3,2019,1,Early Morning
5221,Jet Airways,2019-06-27,Delhi,Cochin,DEL → IDR → BOM → COK,1295,2,13292,19,28,0,21,27,25,27,6,2019,3,Night
5222,Air India,2019-12-03,Banglore,Delhi,BLR → BOM → NAG → DEL,1525,2,12778,10,13,15,8,3,50,3,12,2019,1,Early Morning
5223,SpiceJet,2019-01-06,Kolkata,Banglore,CCU → BLR,150,0,3841,17,18,25,14,6,55,6,1,2019,6,Noon
5224,IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,85,0,2227,22,18,45,21,18,20,18,3,2019,0,Night
5225,SpiceJet,2019-09-05,Kolkata,Banglore,CCU → PNQ → BLR,520,1,6171,17,18,15,8,5,35,5,9,2019,3,Early Morning
5226,Air India,2019-12-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,1195,2,10676,7,13,55,12,5,0,5,12,2019,3,Morning
5227,Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,1025,2,13014,12,25,35,19,24,30,24,6,2019,0,Evening
5228,IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,90,0,2754,4,18,0,2,18,30,18,3,2019,0,late night
5229,Air India,2019-03-27,Delhi,Cochin,DEL → HYD → BOM → COK,865,2,8367,7,28,40,17,27,15,27,3,2019,2,Evening
5230,Jet Airways,2019-03-04,Delhi,Cochin,DEL → BOM → COK,1570,1,5177,4,4,25,2,4,15,4,3,2019,0,late night
5231,SpiceJet,2019-04-18,Kolkata,Banglore,CCU → BLR,150,0,4174,19,18,40,17,18,10,18,4,2019,3,Evening
5232,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,615,1,9794,19,18,0,8,15,45,15,5,2019,2,Early Morning
5233,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → HYD → COK,385,1,10486,16,18,10,9,27,45,27,5,2019,0,Morning
5234,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,675,1,15058,19,18,15,8,21,0,21,5,2019,1,Early Morning
5235,IndiGo,2019-04-27,Kolkata,Banglore,CCU → BLR,155,0,4804,0,28,50,22,27,15,27,4,2019,5,Night
5236,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1665,1,17024,19,7,45,16,3,0,3,6,2019,0,Noon
5237,GoAir,2019-12-05,Kolkata,Banglore,CCU → AMD → BLR,455,1,8855,0,13,15,16,5,40,5,12,2019,3,Noon
5238,Air India,2019-09-06,Delhi,Cochin,DEL → BOM → COK,640,1,8372,7,10,40,21,6,0,6,9,2019,4,Night
5239,Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,85,0,4050,4,18,20,2,24,55,24,6,2019,0,late night
5240,Jet Airways,2019-12-05,Banglore,Delhi,BLR → DEL,175,0,7229,14,18,5,11,5,10,5,12,2019,3,Morning
5241,SpiceJet,2019-03-18,Mumbai,Hyderabad,BOM → HYD,80,0,2385,7,18,5,5,18,45,18,3,2019,0,Early Morning
5242,GoAir,2019-06-24,Banglore,Delhi,BLR → DEL,170,0,3898,14,18,30,11,24,40,24,6,2019,0,Morning
5243,IndiGo,2019-03-03,Banglore,Delhi,BLR → DEL,165,0,6860,4,18,15,1,3,30,3,3,2019,6,late night
5244,SpiceJet,2019-05-27,Delhi,Cochin,DEL → MAA → COK,315,1,6749,11,18,20,6,27,5,27,5,2019,0,Early Morning
5245,Air India,2019-05-21,Kolkata,Banglore,CCU → VNS → DEL → BLR,525,2,15107,23,18,15,14,21,30,21,5,2019,1,Noon
5246,Jet Airways,2019-06-15,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,10368,4,16,25,9,15,40,15,6,2019,5,Morning
5247,Jet Airways,2019-03-21,Banglore,Delhi,BLR → BOM → DEL,860,1,7832,21,18,20,7,21,0,21,3,2019,3,Early Morning
5248,SpiceJet,2019-05-27,Mumbai,Hyderabad,BOM → HYD,90,0,2385,14,18,45,13,27,15,27,5,2019,0,Noon
5249,IndiGo,2019-06-24,Kolkata,Banglore,CCU → BLR,150,0,4804,16,18,55,14,24,25,24,6,2019,0,Noon
5250,Air India,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,1595,2,8236,19,22,15,16,21,40,21,3,2019,3,Noon
5251,IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,570,1,6416,21,18,0,11,27,30,27,3,2019,2,Morning
5252,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,450,1,10262,19,18,0,11,6,30,6,9,2019,4,Morning
5253,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1210,1,14714,19,10,0,22,6,50,6,9,2019,4,Night
5254,SpiceJet,2019-01-04,Kolkata,Banglore,CCU → IXB → BLR,330,1,7646,21,18,25,15,4,55,4,1,2019,4,Noon
5255,Air India,2019-01-06,Delhi,Cochin,DEL → MAA → COK,765,1,7480,9,2,25,20,6,40,6,1,2019,6,Evening
5256,Vistara,2019-05-27,Chennai,Kolkata,MAA → CCU,140,0,11982,20,18,5,17,27,45,27,5,2019,0,Evening
5257,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,520,1,8309,19,18,15,10,18,35,18,5,2019,5,Morning
5258,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BHO → BOM → COK,425,2,13344,12,18,35,5,6,30,6,9,2019,4,Early Morning
5259,Air India,2019-01-04,Kolkata,Banglore,CCU → HYD → BLR,890,1,4227,9,2,50,19,4,0,4,1,2019,4,Evening
5260,Air India,2019-03-21,Delhi,Cochin,DEL → JAI → BOM → COK,1180,2,9706,7,22,40,12,21,0,21,3,2019,3,Morning
5261,SpiceJet,2019-06-05,Mumbai,Hyderabad,BOM → HYD,90,0,2017,14,18,45,13,5,15,5,6,2019,2,Noon
5262,IndiGo,2019-12-06,Delhi,Cochin,DEL → HYD → COK,835,1,6442,22,18,30,8,6,35,6,12,2019,4,Early Morning
5263,Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,185,0,8016,22,18,0,18,15,55,15,6,2019,5,Evening
5264,IndiGo,2019-01-04,Delhi,Cochin,DEL → HYD → COK,320,1,5298,12,18,10,6,4,50,4,1,2019,4,Early Morning
5265,Vistara,2019-05-21,Banglore,Delhi,BLR → DEL,155,0,4878,19,18,35,17,21,0,21,5,2019,1,Evening
5266,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,865,1,10262,4,25,25,14,24,0,24,6,2019,0,Noon
5267,IndiGo,2019-12-05,Kolkata,Banglore,CCU → HYD → BLR,300,1,4176,9,18,50,4,5,50,5,12,2019,3,late night
5268,IndiGo,2019-06-15,Delhi,Cochin,DEL → BOM → COK,845,1,5883,1,16,30,11,15,25,15,6,2019,5,Morning
5269,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,540,1,12717,19,18,0,10,6,0,6,6,2019,3,Morning
5270,IndiGo,2019-12-05,Chennai,Kolkata,MAA → CCU,140,0,3850,10,18,15,7,5,55,5,12,2019,3,Early Morning
5271,IndiGo,2019-05-27,Chennai,Kolkata,MAA → CCU,140,0,3597,21,18,55,19,27,35,27,5,2019,0,Evening
5272,SpiceJet,2019-09-05,Mumbai,Hyderabad,BOM → HYD,90,0,2175,14,18,45,13,5,15,5,9,2019,3,Noon
5273,Air Asia,2019-12-04,Banglore,Delhi,BLR → DEL,170,0,7080,2,13,45,23,4,55,4,12,2019,2,Night
5274,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,665,1,8849,8,2,15,21,4,10,4,1,2019,4,Night
5275,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,685,1,9899,19,18,50,8,6,25,6,12,2019,4,Early Morning
5276,Vistara,2019-06-15,Banglore,Delhi,BLR → DEL,160,0,4878,9,18,40,7,15,0,15,6,2019,5,Early Morning
5277,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,705,1,7787,19,18,15,7,5,30,5,9,2019,3,Early Morning
5278,SpiceJet,2019-03-05,Chennai,Kolkata,MAA → CCU,140,0,3597,20,18,5,17,5,45,5,3,2019,1,Evening
5279,GoAir,2019-01-04,Delhi,Cochin,DEL → BOM → COK,540,1,5281,19,18,35,10,4,35,4,1,2019,4,Morning
5280,Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,1350,1,9345,18,16,50,20,15,20,15,5,2019,2,Evening
5281,IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,635,1,6442,22,18,30,11,24,55,24,6,2019,0,Morning
5282,IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,705,1,6838,21,18,0,9,6,15,6,6,2019,3,Morning
5283,SpiceJet,2019-03-06,Chennai,Kolkata,MAA → CCU,140,0,3597,20,18,5,17,6,45,6,3,2019,2,Evening
5284,SpiceJet,2019-03-21,Mumbai,Hyderabad,BOM → HYD,80,0,3173,7,18,5,5,21,45,21,3,2019,3,Early Morning
5285,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,435,1,13377,1,4,30,18,6,15,6,3,2019,2,Evening
5286,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,1295,1,9314,18,10,0,20,5,25,5,9,2019,3,Evening
5287,Multiple carriers,2019-09-03,Delhi,Cochin,DEL → HYD → COK,545,1,9856,22,18,20,13,3,15,3,9,2019,1,Noon
5288,Air India,2019-05-21,Delhi,Cochin,DEL → BOM → COK,675,1,8372,19,18,15,8,21,0,21,5,2019,1,Early Morning
5289,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1400,1,7064,18,2,15,18,4,55,4,1,2019,4,Evening
5290,IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,155,0,4804,0,2,50,22,5,15,5,1,2019,5,Night
5291,Jet Airways,2019-05-27,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,13029,19,18,0,5,27,30,27,5,2019,0,Early Morning
5292,IndiGo,2019-05-24,Delhi,Cochin,DEL → HYD → COK,490,1,7640,22,18,30,14,24,20,24,5,2019,4,Noon
5293,Jet Airways,2019-01-03,Banglore,Delhi,BLR → BOM → DEL,435,1,22270,15,18,15,8,3,0,3,1,2019,3,Early Morning
5294,Air India,2019-01-04,Banglore,Delhi,BLR → DEL,170,0,4441,23,18,55,21,4,5,4,1,2019,4,Night
5295,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1165,1,12898,4,28,25,9,27,0,27,5,2019,0,Morning
5296,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1285,1,7064,16,2,20,18,4,55,4,1,2019,4,Evening
5297,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,740,1,10844,20,18,45,8,6,25,6,9,2019,4,Early Morning
5298,SpiceJet,2019-09-06,Kolkata,Banglore,CCU → BLR,145,0,4174,11,18,25,9,6,0,6,9,2019,4,Morning
5299,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1695,1,8529,20,13,45,16,6,30,6,12,2019,4,Noon
5300,IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,170,0,3625,1,22,0,22,21,10,21,5,2019,1,Night
5301,IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,175,0,3419,3,18,25,0,21,30,21,5,2019,1,late night
5302,IndiGo,2019-05-24,Chennai,Kolkata,MAA → CCU,145,0,3850,7,18,40,5,24,15,24,5,2019,4,Early Morning
5303,Air India,2019-05-24,Kolkata,Banglore,CCU → BOM → COK → BLR,1255,2,12802,13,25,45,16,24,50,24,5,2019,4,Noon
5304,SpiceJet,2019-06-03,Delhi,Cochin,DEL → MAA → COK,360,1,9748,21,18,55,15,3,55,3,6,2019,0,Noon
5305,IndiGo,2019-03-06,Delhi,Cochin,DEL → BOM → COK,500,1,6104,1,4,30,17,6,10,6,3,2019,2,Evening
5306,IndiGo,2019-06-21,Banglore,Delhi,BLR → DEL,180,0,3943,0,22,15,21,21,15,21,6,2019,4,Night
5307,IndiGo,2019-03-06,Delhi,Cochin,DEL → HYD → COK,560,1,7514,16,18,10,6,6,50,6,3,2019,2,Early Morning
5308,Jet Airways,2019-06-03,Banglore,Delhi,BLR → DEL,160,0,18308,22,18,35,19,3,55,3,6,2019,0,Evening
5309,Air India,2019-06-03,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,255,2,17327,16,18,55,21,3,10,3,6,2019,0,Night
5310,Air India,2019-03-27,Delhi,Cochin,DEL → HYD → BOM → COK,1115,2,8892,7,28,40,13,27,5,27,3,2019,2,Noon
5311,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,520,1,9794,19,18,0,10,27,20,27,5,2019,0,Morning
5312,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,175,0,4423,3,18,25,0,4,30,4,1,2019,4,late night
5313,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1485,1,10844,20,25,45,20,24,0,24,5,2019,4,Evening
5314,Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1485,1,15554,19,10,0,18,5,15,5,9,2019,3,Evening
5315,Vistara,2019-01-05,Chennai,Kolkata,MAA → CCU,140,0,11982,20,18,5,17,5,45,5,1,2019,5,Evening
5316,IndiGo,2019-03-06,Mumbai,Hyderabad,BOM → HYD,90,0,4049,7,18,55,6,6,25,6,3,2019,2,Early Morning
5317,IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,155,0,5618,16,18,55,14,24,20,24,3,2019,6,Noon
5318,Air India,2019-06-27,Delhi,Cochin,DEL → CCU → BOM → COK,1380,2,13591,19,28,15,20,27,15,27,6,2019,3,Evening
5319,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,930,1,9508,1,28,30,10,27,0,27,5,2019,0,Morning
5320,SpiceJet,2019-06-18,Chennai,Kolkata,MAA → CCU,135,0,3543,12,18,0,9,18,45,18,6,2019,1,Morning
5321,Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,185,0,7229,22,18,0,18,18,55,18,4,2019,3,Evening
5322,Vistara,2019-06-18,Banglore,Delhi,BLR → DEL,170,0,4668,14,18,20,11,18,30,18,6,2019,1,Morning
5323,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1200,1,14388,10,22,5,14,21,5,21,5,2019,1,Noon
5324,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1025,1,10844,12,16,0,18,15,55,15,5,2019,2,Evening
5325,Air India,2019-09-06,Delhi,Cochin,DEL → MAA → COK,765,1,7690,9,10,25,20,6,40,6,9,2019,4,Evening
5326,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1450,1,13067,9,22,45,9,21,35,21,5,2019,1,Morning
5327,SpiceJet,2019-03-04,Mumbai,Hyderabad,BOM → HYD,90,0,1965,7,18,15,5,4,45,4,3,2019,0,Early Morning
5328,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1610,1,16289,18,10,50,16,3,0,3,9,2019,1,Noon
5329,Air India,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,745,1,10203,8,13,55,20,5,30,5,12,2019,3,Evening
5330,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,570,1,15149,23,18,35,14,5,5,5,6,2019,2,Noon
5331,Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,385,1,9345,23,18,25,17,21,0,21,5,2019,1,Evening
5332,SpiceJet,2019-05-18,Mumbai,Hyderabad,BOM → HYD,90,0,2017,7,18,15,5,18,45,18,5,2019,5,Early Morning
5333,Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,975,1,9345,23,18,25,7,15,10,15,5,2019,2,Early Morning
5334,Air India,2019-06-05,Kolkata,Banglore,CCU → MAA → BLR,1485,1,6528,15,7,20,14,5,35,5,6,2019,2,Noon
5335,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,380,1,15603,13,18,20,7,3,0,3,3,2019,6,Early Morning
5336,Jet Airways,2019-06-24,Delhi,Cochin,DEL → NAG → BOM → COK,1300,2,13376,4,25,25,6,24,45,24,6,2019,0,Early Morning
5337,SpiceJet,2019-06-27,Delhi,Cochin,DEL → MAA → COK,315,1,5583,11,18,20,6,27,5,27,6,2019,3,Early Morning
5338,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1620,1,10577,19,10,0,16,6,0,6,9,2019,4,Noon
5339,Air India,2019-05-15,Delhi,Cochin,DEL → JAI → BOM → COK,1180,2,10651,7,16,40,12,15,0,15,5,2019,2,Morning
5340,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,875,1,7594,4,13,40,14,6,5,6,12,2019,4,Noon
5341,Air Asia,2019-01-05,Kolkata,Banglore,CCU → BBI → BLR,220,1,6857,10,18,30,6,5,50,5,1,2019,5,Early Morning
5342,IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,170,0,4423,15,18,50,13,27,0,27,4,2019,5,Noon
5343,Jet Airways,2019-12-06,Delhi,Cochin,DEL → BHO → BOM → COK,425,2,13344,12,18,35,5,6,30,6,12,2019,4,Early Morning
5344,SpiceJet,2019-04-27,Banglore,Delhi,BLR → DEL,175,0,3971,0,28,5,21,27,10,27,4,2019,5,Night
5345,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,600,1,18371,19,18,0,9,24,0,24,6,2019,0,Morning
5346,Jet Airways,2019-03-27,Delhi,Cochin,DEL → AMD → BOM → COK,1995,2,6643,4,29,25,19,27,10,27,3,2019,2,Evening
5347,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,465,1,15077,19,18,15,11,3,30,3,6,2019,0,Morning
5348,Air India,2019-01-05,Banglore,Delhi,BLR → DEL,165,0,6121,12,18,45,10,5,0,5,1,2019,5,Morning
