,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Price,Arrival_Hour,Arrival_Day,Arrival_Min,Dep_Hour,Dep_Day,Dep_Min,Journey_Day,Journey_Month,Journey_Year
4165,Jet Airways,2019-04-21,Banglore,Delhi,BLR → DEL,180,0,7229,11,17,20,8,17,20,21,4,2019
4166,IndiGo,2019-03-15,Banglore,New Delhi,BLR → HYD → DEL,290,1,6114,12,17,20,7,17,30,15,3,2019
4167,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,465,1,14848,19,17,15,11,17,30,27,6,2019
4168,IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,645,1,13611,15,17,30,4,17,45,3,6,2019
4169,Jet Airways,2019-12-06,Banglore,Delhi,BLR → DEL,180,0,8016,10,17,10,7,17,10,6,12,2019
4170,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,590,1,14571,18,17,15,8,17,25,6,9,2019
4171,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,600,1,10675,19,17,0,9,17,0,27,5,2019
4172,IndiGo,2019-05-21,Delhi,Cochin,DEL → BOM → COK,415,1,6794,11,17,50,4,17,55,21,5,2019
4173,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1110,1,6540,4,28,25,9,17,55,27,3,2019
4174,Vistara,2019-09-03,Banglore,New Delhi,BLR → DEL,160,0,7240,14,17,10,11,17,30,3,9,2019
4175,Air India,2019-06-15,Delhi,Cochin,DEL → HYD → MAA → COK,1210,2,8839,9,16,25,13,17,15,15,6,2019
4176,SpiceJet,2019-06-06,Kolkata,Banglore,CCU → BLR,145,0,3873,11,17,25,9,17,0,6,6,2019
4177,Air India,2019-06-06,Delhi,Cochin,DEL → BHO → BOM → COK,1395,2,11596,19,7,15,20,17,0,6,6,2019
4178,Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,675,1,7199,19,17,15,8,17,0,21,3,2019
4179,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,330,1,12898,12,17,35,7,17,5,6,1,2019
4180,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,615,1,12524,19,17,0,8,17,45,6,1,2019
4181,Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,10368,4,25,25,5,17,30,24,6,2019
4182,Jet Airways,2019-03-15,Mumbai,Hyderabad,BOM → HYD,90,0,8040,11,17,50,10,17,20,15,3,2019
4183,GoAir,2019-03-04,Delhi,Cochin,DEL → BOM → COK,540,1,5135,19,17,35,10,17,35,4,3,2019
4184,Air India,2019-09-03,Banglore,New Delhi,BLR → HYD → DEL,980,1,5626,23,17,10,6,17,50,3,9,2019
4185,Air India,2019-06-03,Delhi,Cochin,DEL → BOM → COK,735,1,15809,19,17,15,7,17,0,3,6,2019
4186,IndiGo,2019-06-27,Delhi,Cochin,DEL → HYD → COK,380,1,6412,22,17,30,16,17,10,27,6,2019
4187,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,18804,19,17,0,11,17,40,6,1,2019
4188,IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,90,0,2227,22,17,50,21,17,20,4,1,2019
4189,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → HYD → COK,915,1,6916,22,17,20,7,17,5,3,6,2019
4190,Air India,2019-06-27,Mumbai,Hyderabad,BOM → HYD,80,0,3100,22,17,25,21,17,5,27,6,2019
4191,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,330,1,14388,12,17,0,6,17,30,5,6,2019
4192,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,575,1,12327,1,28,35,16,17,0,27,3,2019
4193,Jet Airways,2019-03-06,Delhi,Cochin,DEL → JAI → BOM → COK,535,2,13014,4,4,25,19,17,30,6,3,2019
4194,Vistara,2019-04-15,Banglore,Delhi,BLR → DEL,170,0,5403,12,17,35,9,17,45,15,4,2019
4195,Multiple carriers,2019-09-03,Delhi,Cochin,DEL → BOM → COK,740,1,18228,21,17,0,8,17,40,3,9,2019
4196,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1430,1,10844,19,7,50,20,17,0,6,6,2019
4197,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1015,1,13843,4,7,25,11,17,30,3,6,2019
4198,SpiceJet,2019-01-03,Banglore,New Delhi,BLR → DEL,175,0,11690,12,17,30,9,17,35,3,1,2019
4199,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,965,1,8452,9,2,5,17,17,0,5,1,2019
4200,Air India,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1395,1,8372,19,28,15,20,17,0,27,5,2019
4201,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,865,1,10262,4,7,25,14,17,0,6,6,2019
4202,Jet Airways,2019-06-15,Mumbai,Hyderabad,BOM → HYD,90,0,5678,11,17,50,10,17,20,15,6,2019
4203,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,800,1,14151,9,13,45,20,17,25,5,12,2019
4204,Jet Airways,2019-04-21,Banglore,Delhi,BLR → DEL,185,0,4544,22,17,0,18,17,55,21,4,2019
4205,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1730,1,12692,14,13,25,9,17,35,6,12,2019
4206,Jet Airways,2019-09-03,Delhi,Cochin,DEL → IXC → BOM → COK,880,2,17019,4,10,25,13,17,45,3,9,2019
4207,IndiGo,2019-03-03,Kolkata,Banglore,CCU → BLR,165,0,6565,12,17,20,9,17,35,3,3,2019
4208,GoAir,2019-03-27,Delhi,Cochin,DEL → BOM → COK,350,1,5281,12,17,50,7,17,0,27,3,2019
4209,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → HYD → COK,545,1,9646,16,17,10,7,17,5,6,9,2019
4210,IndiGo,2019-06-03,Mumbai,Hyderabad,BOM → HYD,90,0,3175,4,17,0,2,17,30,3,6,2019
4211,Air India,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,9653,19,28,15,19,17,45,27,6,2019
4212,Air India,2019-06-03,Delhi,Cochin,DEL → BOM → COK,520,1,14777,7,7,40,23,17,0,3,6,2019
4213,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,860,1,7155,19,17,15,4,17,55,6,12,2019
4214,SpiceJet,2019-06-06,Chennai,Kolkata,MAA → CCU,135,0,3543,10,17,35,8,17,20,6,6,2019
4215,IndiGo,2019-09-05,Kolkata,Banglore,CCU → BLR,165,0,4804,12,17,20,9,17,35,5,9,2019
4216,IndiGo,2019-03-03,Delhi,Cochin,DEL → HYD → COK,320,1,9304,12,17,0,6,17,40,3,3,2019
4217,IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,180,0,3943,0,16,15,21,17,15,15,4,2019
4218,IndiGo,2019-01-06,Delhi,Cochin,DEL → BLR → COK,320,1,7060,22,17,25,17,17,5,6,1,2019
4219,Air India,2019-06-15,Banglore,Delhi,BLR → DEL,170,0,5228,23,17,55,21,17,5,15,6,2019
4220,SpiceJet,2019-06-24,Chennai,Kolkata,MAA → CCU,135,0,3597,10,17,35,8,17,20,24,6,2019
4221,SpiceJet,2019-03-04,Banglore,Delhi,BLR → DEL,175,0,3971,0,4,5,21,17,10,4,3,2019
4222,Multiple carriers,2019-06-05,Delhi,Cochin,DEL → BOM → COK,480,1,13727,21,17,0,13,17,0,5,6,2019
4223,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,1540,1,12121,22,2,5,20,17,25,4,1,2019
4224,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1425,1,10262,19,4,0,19,17,15,6,3,2019
4225,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1355,1,10262,12,2,35,14,17,0,6,1,2019
4226,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,520,1,14714,4,2,25,19,17,45,6,1,2019
4227,Jet Airways,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,1420,2,8834,18,22,50,19,17,10,21,3,2019
4228,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,470,1,9838,12,17,35,4,17,45,21,3,2019
4229,IndiGo,2019-05-18,Kolkata,Banglore,CCU → HYD → BLR,290,1,4775,20,17,5,15,17,15,18,5,2019
4230,IndiGo,2019-03-05,Banglore,Delhi,BLR → DEL,175,0,4823,21,17,50,18,17,55,5,3,2019
4231,Air India,2019-05-15,Kolkata,Banglore,CCU → IXR → DEL → BLR,1840,2,12723,12,16,30,5,17,50,15,5,2019
4232,IndiGo,2019-06-15,Delhi,Cochin,DEL → BOM → COK,895,1,5883,1,16,30,10,17,35,15,6,2019
4233,Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,1640,1,9870,20,25,20,17,17,0,24,5,2019
4234,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1415,1,10262,12,4,35,13,17,0,6,3,2019
4235,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → HYD → COK,540,1,6513,16,17,10,7,17,10,6,9,2019
4236,Air India,2019-05-15,Kolkata,Banglore,CCU → BOM → COK → BLR,1255,2,15532,13,16,45,16,17,50,15,5,2019
4237,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1210,1,14714,19,7,0,22,17,50,6,6,2019
4238,Vistara,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,865,1,9187,10,19,45,20,17,20,18,5,2019
4239,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,455,1,7038,22,17,30,14,17,55,6,6,2019
4240,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,420,1,13587,21,17,0,14,17,0,6,6,2019
4241,Jet Airways,2019-03-06,Banglore,Delhi,BLR → DEL,175,0,8016,14,17,5,11,17,10,6,3,2019
4242,IndiGo,2019-06-06,Mumbai,Hyderabad,BOM → HYD,90,0,4049,10,17,45,9,17,15,6,6,2019
4243,Jet Airways,2019-06-03,Mumbai,Hyderabad,BOM → HYD,85,0,9536,8,17,35,7,17,10,3,6,2019
4244,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,590,1,14571,18,17,15,8,17,25,24,5,2019
4245,Jet Airways,2019-06-06,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,15812,19,17,0,11,17,40,6,6,2019
4246,Air Asia,2019-06-06,Delhi,Cochin,DEL → BLR → COK,870,1,8759,22,17,25,7,17,55,6,6,2019
4247,Air India,2019-05-21,Kolkata,Banglore,CCU → BBI → BOM → BLR,590,2,10151,21,17,50,12,17,0,21,5,2019
4248,IndiGo,2019-05-15,Kolkata,Banglore,CCU → BLR,155,0,4804,18,17,5,15,17,30,15,5,2019
4249,IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,480,1,6104,1,25,30,17,17,30,24,6,2019
4250,Air India,2019-06-05,Kolkata,Banglore,CCU → BLR,150,0,5510,16,17,45,14,17,15,5,6,2019
4251,IndiGo,2019-09-05,Delhi,Cochin,DEL → BLR → COK,320,1,6027,22,17,25,17,17,5,5,9,2019
4252,SpiceJet,2019-05-21,Kolkata,Banglore,CCU → BLR,145,0,4174,11,17,25,9,17,0,21,5,2019
4253,IndiGo,2019-05-21,Delhi,Cochin,DEL → BOM → COK,895,1,6794,1,22,30,10,17,35,21,5,2019
4254,Air India,2019-06-03,Delhi,Cochin,DEL → BHO → BOM → COK,1545,2,15428,7,7,40,5,17,55,3,6,2019
4255,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,1430,1,14388,19,7,50,20,17,0,5,6,2019
4256,IndiGo,2019-05-21,Delhi,Cochin,DEL → BOM → COK,630,1,6896,1,22,30,15,17,0,21,5,2019
4257,IndiGo,2019-03-21,Banglore,New Delhi,BLR → DEL,175,0,6144,21,17,20,18,17,25,21,3,2019
4258,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,375,1,19225,5,7,5,22,17,50,3,6,2019
4259,Air India,2019-09-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,970,2,13227,8,10,55,16,17,45,5,9,2019
4260,Jet Airways,2019-03-27,Delhi,Cochin,DEL → IDR → BOM → COK,1380,2,11664,4,28,25,5,17,25,27,3,2019
4261,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,1400,1,10844,18,13,15,18,17,55,5,12,2019
4262,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,450,1,7757,4,7,40,21,17,10,6,6,2019
4263,IndiGo,2019-12-05,Mumbai,Hyderabad,BOM → HYD,90,0,2754,20,17,35,19,17,5,5,12,2019
4264,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,840,1,7618,21,17,0,7,17,0,27,5,2019
4265,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,425,1,14781,23,17,35,16,17,30,5,12,2019
4266,IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,175,0,4284,3,17,25,0,17,30,15,4,2019
4267,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,735,1,7740,21,17,0,8,17,45,6,6,2019
4268,IndiGo,2019-06-15,Banglore,Delhi,BLR → DEL,165,0,3419,4,17,15,1,17,30,15,6,2019
4269,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,1215,1,13941,4,13,40,8,17,25,5,12,2019
4270,Air India,2019-09-06,Kolkata,Banglore,CCU → IXR → DEL → BLR,1625,2,12723,8,10,55,5,17,50,6,9,2019
4271,Jet Airways,2019-12-06,Delhi,Cochin,DEL → ATQ → BOM → COK,1215,2,14300,4,13,25,8,17,10,6,12,2019
4272,Air India,2019-03-05,Banglore,Delhi,BLR → DEL,165,0,6121,12,17,45,10,17,0,5,3,2019
4273,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,705,1,17549,19,17,45,8,17,0,3,9,2019
4274,SpiceJet,2019-03-27,Mumbai,Hyderabad,BOM → HYD,85,0,1759,0,28,10,22,17,45,27,3,2019
4275,IndiGo,2019-12-05,Banglore,Delhi,BLR → DEL,165,0,4423,8,17,50,6,17,5,5,12,2019
4276,Jet Airways,2019-09-04,Banglore,Delhi,BLR → DEL,180,0,4544,10,17,10,7,17,10,4,9,2019
4277,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,660,1,12402,19,17,0,8,17,0,6,3,2019
4278,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,1495,1,9663,9,2,20,8,17,25,5,1,2019
4279,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1595,1,12681,22,2,35,20,17,0,4,1,2019
4280,Air India,2019-01-04,Delhi,Cochin,DEL → MAA → COK,1420,1,5117,9,2,25,9,17,45,4,1,2019
4281,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1415,1,12898,12,22,35,13,17,0,21,5,2019
4282,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,1545,1,13941,8,7,15,6,17,30,5,6,2019
4283,Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,165,0,4030,8,17,45,6,17,0,21,5,2019
4284,IndiGo,2019-01-03,Mumbai,Hyderabad,BOM → HYD,85,0,17501,7,17,45,6,17,20,3,1,2019
4285,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1155,1,8529,9,13,20,14,17,5,6,12,2019
4286,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,930,1,8073,1,16,30,10,17,0,15,5,2019
4287,Air India,2019-09-05,Delhi,Cochin,DEL → JAI → BOM → COK,1470,2,11942,19,10,15,18,17,45,5,9,2019
4288,Jet Airways,2019-03-21,Delhi,Cochin,DEL → JAI → BOM → COK,800,2,11702,18,17,50,5,17,30,21,3,2019
4289,IndiGo,2019-03-06,Delhi,Cochin,DEL → HYD → COK,455,1,6442,16,17,10,8,17,35,6,3,2019
4290,IndiGo,2019-06-24,Kolkata,Banglore,CCU → BLR,165,0,4804,12,17,20,9,17,35,24,6,2019
4291,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,170,0,4823,11,17,20,8,17,30,4,1,2019
4292,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,610,1,10877,19,17,0,8,17,50,6,12,2019
4293,Air India,2019-09-06,Kolkata,Banglore,CCU → BBI → BOM → BLR,1830,2,10151,18,10,30,12,17,0,6,9,2019
4294,Air India,2019-06-21,Delhi,Cochin,DEL → COK,170,0,5201,8,17,0,5,17,10,21,6,2019
4295,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,505,1,13067,18,17,0,9,17,35,15,5,2019
4296,IndiGo,2019-03-24,Mumbai,Hyderabad,BOM → HYD,90,0,2754,4,17,0,2,17,30,24,3,2019
4297,Air India,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,745,1,8366,21,17,50,9,17,25,15,5,2019
4298,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1495,1,10844,19,22,50,18,17,55,21,5,2019
4299,Vistara,2019-06-18,Banglore,Delhi,BLR → DEL,155,0,4878,19,17,35,17,17,0,18,6,2019
4300,Air India,2019-05-21,Delhi,Cochin,DEL → GOI → BOM → COK,1275,2,10231,19,22,15,22,17,0,21,5,2019
4301,Jet Airways,2019-06-15,Delhi,Cochin,DEL → IDR → BOM → COK,1375,2,13292,4,16,25,5,17,30,15,6,2019
4302,IndiGo,2019-12-06,Kolkata,Banglore,CCU → BLR,155,0,4804,14,17,5,11,17,30,6,12,2019
4303,Air India,2019-12-06,Delhi,Cochin,DEL → COK,180,0,5201,17,17,10,14,17,10,6,12,2019
4304,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,535,2,10368,4,2,25,19,17,30,6,1,2019
4305,Vistara,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1350,1,8820,18,7,50,20,17,20,6,6,2019
4306,Jet Airways,2019-03-18,Mumbai,Hyderabad,BOM → HYD,90,0,4160,11,17,50,10,17,20,18,3,2019
4307,Air India,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,545,1,8891,18,17,30,9,17,25,15,5,2019
4308,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1285,1,10539,14,7,25,17,17,0,6,6,2019
4309,SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,160,0,3971,8,17,35,5,17,55,4,1,2019
4310,IndiGo,2019-06-27,Delhi,Cochin,DEL → BOM → COK,810,1,6093,21,17,0,7,17,30,27,6,2019
4311,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,385,1,8266,19,17,15,12,17,50,15,5,2019
4312,Air India,2019-05-18,Delhi,Cochin,DEL → MAA → COK,1255,1,7480,9,19,25,12,17,30,18,5,2019
4313,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,610,1,10262,4,2,25,18,17,15,6,1,2019
4314,Air India,2019-12-06,Delhi,Cochin,DEL → BLR → COK,1590,1,8907,23,13,0,20,17,30,6,12,2019
4315,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,615,1,11789,19,17,0,8,17,45,27,6,2019
4316,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,440,1,15135,18,17,50,11,17,30,3,3,2019
4317,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,645,1,7887,19,17,15,8,17,30,18,5,2019
4318,IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,425,1,6818,12,17,10,5,17,5,15,5,2019
4319,IndiGo,2019-09-03,Chennai,Kolkata,MAA → CCU,140,0,6482,7,17,35,5,17,15,3,9,2019
4320,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,720,1,7888,21,17,0,9,17,0,21,5,2019
4321,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1220,1,13759,4,25,45,8,17,25,24,3,2019
4322,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,660,1,10262,19,17,0,8,17,0,27,6,2019
4323,Jet Airways,2019-09-06,Delhi,Cochin,DEL → NAG → BOM → COK,830,2,13376,4,10,25,14,17,35,6,9,2019
4324,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,540,1,10197,19,17,0,10,17,0,15,5,2019
4325,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,470,1,7997,19,17,15,11,17,25,18,5,2019
4326,Air India,2019-03-04,Delhi,Cochin,DEL → MAA → COK,965,1,5117,9,4,25,17,17,20,4,3,2019
4327,Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,540,1,12373,19,17,0,10,17,0,5,9,2019
4328,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,760,1,6795,1,10,30,12,17,50,6,9,2019
4329,Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,185,0,7229,22,17,0,18,17,55,27,6,2019
4330,Air India,2019-03-24,Mumbai,Hyderabad,BOM → HYD,90,0,2575,15,17,25,13,17,55,24,3,2019
4331,Air India,2019-05-24,Kolkata,Banglore,CCU → GAU → BLR,675,1,7662,21,17,5,9,17,50,24,5,2019
4332,Air India,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,745,1,8366,21,17,50,9,17,25,18,5,2019
4333,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,740,1,10844,20,17,45,8,17,25,18,5,2019
4334,IndiGo,2019-06-06,Chennai,Kolkata,MAA → CCU,145,0,3540,7,17,40,5,17,15,6,6,2019
4335,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,935,1,16863,1,4,35,10,17,0,3,3,2019
4336,Air India,2019-03-05,Banglore,Delhi,BLR → DEL,170,0,6121,23,17,55,21,17,5,5,3,2019
4337,IndiGo,2019-09-03,Banglore,New Delhi,BLR → MAA → DEL,305,1,8434,11,17,30,6,17,25,3,9,2019
4338,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,395,1,14151,23,17,35,17,17,0,21,5,2019
4339,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BHO → BOM → COK,425,2,14441,12,17,35,5,17,30,6,6,2019
4340,GoAir,2019-01-06,Banglore,Delhi,BLR → DEL,170,0,3898,14,17,30,11,17,40,6,1,2019
4341,Jet Airways,2019-09-04,Delhi,Cochin,DEL → AMD → BOM → COK,810,2,9483,12,10,35,23,17,5,4,9,2019
4342,Air Asia,2019-12-04,Banglore,Delhi,BLR → DEL,170,0,4282,7,17,45,4,17,55,4,12,2019
4343,Jet Airways,2019-03-06,Banglore,Delhi,BLR → DEL,180,0,6478,20,17,45,17,17,45,6,3,2019
4344,Jet Airways,2019-06-03,Delhi,Cochin,DEL → AMD → BOM → COK,1995,2,16809,4,8,25,19,17,10,3,6,2019
4345,Jet Airways,2019-09-05,Delhi,Cochin,DEL → AMD → BOM → COK,1390,2,16704,12,10,35,13,17,25,5,9,2019
4346,GoAir,2019-06-24,Banglore,Delhi,BLR → DEL,175,0,3898,10,17,40,7,17,45,24,6,2019
4347,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BDQ → DEL,390,1,11297,12,17,20,5,17,50,3,12,2019
4348,IndiGo,2019-05-27,Kolkata,Banglore,CCU → BLR,150,0,5224,16,17,55,14,17,25,27,5,2019
4349,IndiGo,2019-06-04,Banglore,Delhi,BLR → DEL,175,0,4823,21,17,50,18,17,55,4,6,2019
4350,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,645,1,14871,15,17,30,4,17,45,3,3,2019
4351,Air India,2019-06-27,Delhi,Cochin,DEL → MAA → COK,1420,1,7480,9,28,25,9,17,45,27,6,2019
4352,IndiGo,2019-03-05,Kolkata,Banglore,CCU → BLR,155,0,5224,14,17,5,11,17,30,5,3,2019
4353,Multiple carriers,2019-04-24,Delhi,Cochin,DEL → HYD → COK,540,1,6093,16,17,10,7,17,10,24,4,2019
4354,IndiGo,2019-06-27,Mumbai,Hyderabad,BOM → HYD,90,0,2754,20,17,35,19,17,5,27,6,2019
4355,IndiGo,2019-01-06,Mumbai,Hyderabad,BOM → HYD,95,0,2227,21,17,40,20,17,5,6,1,2019
4356,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,705,1,14781,18,17,15,6,17,30,5,6,2019
4357,GoAir,2019-01-05,Banglore,Delhi,BLR → DEL,175,0,3898,10,17,40,7,17,45,5,1,2019
4358,Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,930,1,9397,22,17,40,7,17,10,24,5,2019
4359,Vistara,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1655,1,8452,10,13,45,7,17,10,6,12,2019
4360,IndiGo,2019-03-04,Banglore,Delhi,BLR → DEL,170,0,4591,2,4,20,23,17,30,4,3,2019
4361,IndiGo,2019-01-04,Kolkata,Banglore,CCU → PNQ → BLR,315,1,5930,2,2,15,21,17,0,4,1,2019
4362,Air India,2019-06-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,875,2,10991,20,17,25,5,17,50,5,6,2019
4363,SpiceJet,2019-03-03,Kolkata,Banglore,CCU → BLR,160,0,4622,9,17,35,6,17,55,3,3,2019
4364,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,450,1,14714,19,17,0,11,17,30,6,6,2019
4365,IndiGo,2019-06-18,Banglore,Delhi,BLR → DEL,170,0,4823,11,17,20,8,17,30,18,6,2019
4366,Jet Airways,2019-03-18,Mumbai,Hyderabad,BOM → HYD,90,0,2228,4,17,25,2,17,55,18,3,2019
4367,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,395,1,10703,23,17,35,17,17,0,5,6,2019
4368,Vistara,2019-03-05,Banglore,Delhi,BLR → DEL,155,0,5613,19,17,35,17,17,0,5,3,2019
4369,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,700,1,13759,18,17,10,6,17,30,24,3,2019
4370,IndiGo,2019-12-06,Banglore,Delhi,BLR → DEL,170,0,3943,15,17,50,13,17,0,6,12,2019
4371,IndiGo,2019-03-21,Banglore,New Delhi,BLR → DEL,165,0,4944,3,17,25,0,17,40,21,3,2019
4372,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,300,1,10262,19,17,0,14,17,0,24,6,2019
4373,SpiceJet,2019-06-06,Kolkata,Banglore,CCU → KNU → BLR,435,1,8479,18,17,50,11,17,35,6,6,2019
4374,IndiGo,2019-03-06,Delhi,Cochin,DEL → HYD → COK,515,1,7514,16,17,10,7,17,35,6,3,2019
4375,Air India,2019-06-05,Delhi,Cochin,DEL → COK,180,0,6934,17,17,10,14,17,10,5,6,2019
4376,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,1025,1,9663,12,13,0,18,17,55,5,12,2019
4377,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,660,1,8085,21,17,0,10,17,0,21,3,2019
4378,Vistara,2019-09-03,Delhi,Cochin,DEL → COK,190,0,7266,9,17,10,6,17,0,3,9,2019
4379,IndiGo,2019-03-06,Delhi,Cochin,DEL → BLR → COK,320,1,6493,22,17,25,17,17,5,6,3,2019
4380,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,540,1,14714,19,17,0,10,17,0,27,6,2019
4381,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,390,1,7485,1,22,30,19,17,0,21,5,2019
